"Parameter","Gibbs_Rhat","MH_Rhat","Both_Converged"
"β0",0.999997689757895,1.01531903943734,TRUE
"β1",1.00000855932307,1.00428461874912,TRUE
"β2",1.00003101565547,1.0265395027777,TRUE
"β3",1.00021654514049,1.01583214980896,TRUE
"β4",1.00005926444202,1.00174408022996,TRUE
"β5",0.999978712190824,1.00487982973092,TRUE
"σ²",1.0001104827228,1.00016808141875,TRUE
